text,intent
Keep driving gripper closed,GRIPPER_CLOSE
Adjust gripper to closed position,GRIPPER_CLOSE
Shift gripper jaws together,GRIPPER_CLOSE
Position gripper narrower,GRIPPER_CLOSE
Set gripper to a narrower stance,GRIPPER_CLOSE
Change gripper state to fully closed,GRIPPER_CLOSE
Move gripper jaws to inner limit,GRIPPER_CLOSE
Narrowing gripper fingers,GRIPPER_CLOSE
Bring gripper jaws together,GRIPPER_CLOSE
Compress gripper,GRIPPER_CLOSE
Lock gripper jaws,GRIPPER_CLOSE
Engage gripper,GRIPPER_CLOSE
Close gripper to pick up the part,GRIPPER_CLOSE
Clamp claw to hold tight,GRIPPER_CLOSE
Grip hand to secure the item,GRIPPER_CLOSE
Grasp fingers to lift the tool,GRIPPER_CLOSE
Squeeze gripper to hold the payload,GRIPPER_CLOSE
Close gripper on the package,GRIPPER_CLOSE
Clamp gripper around the cup,GRIPPER_CLOSE
Grip gripper onto the block,GRIPPER_CLOSE
Grasp claw onto the ball,GRIPPER_CLOSE
Squeeze hand around the pen,GRIPPER_CLOSE
Hey robot please close your gripper,GRIPPER_CLOSE
Okay buddy gripper close,GRIPPER_CLOSE
Can you please clamp the claw now,GRIPPER_CLOSE
It is time to grip the object,GRIPPER_CLOSE
Let us close the gripper jaws,GRIPPER_CLOSE
We need to shut the robot hand,GRIPPER_CLOSE
You should engage your end effector,GRIPPER_CLOSE
I would like you to close the mechanical claw,GRIPPER_CLOSE
My request is for you to clamp the hand,GRIPPER_CLOSE
Your next task is to close the gripper fingers,GRIPPER_CLOSE
Command execute gripper close routine,GRIPPER_CLOSE
Instruction set gripper to close mode,GRIPPER_CLOSE
System initiate gripper clamp drive,GRIPPER_CLOSE
Robot close gripper to secure the load,GRIPPER_CLOSE
Close gripper at low speed,GRIPPER_CLOSE
Clamp gripper at medium speed,GRIPPER_CLOSE
Grip gripper at high speed,GRIPPER_CLOSE
Grasp with gripper at half speed,GRIPPER_CLOSE
Close claw at full speed,GRIPPER_CLOSE
Close gripper at a steady pace,GRIPPER_CLOSE
Clamp gripper with constant velocity,GRIPPER_CLOSE
Grip gripper with positive acceleration,GRIPPER_CLOSE
Squeeze gripper smoothly,GRIPPER_CLOSE
Close hand without stopping,GRIPPER_CLOSE
Close gripper once more,GRIPPER_CLOSE
Clamp gripper again,GRIPPER_CLOSE
Grip gripper another time,GRIPPER_CLOSE
Squeeze gripper as before,GRIPPER_CLOSE
Resume gripper closing,GRIPPER_CLOSE
Restart gripper clamp,GRIPPER_CLOSE
Continue your gripper close path,GRIPPER_CLOSE
Close gripper like you were doing,GRIPPER_CLOSE
Close gripper horizontally,GRIPPER_CLOSE
Bring jaws together along the lateral axis,GRIPPER_CLOSE
Close claw on this trajectory,GRIPPER_CLOSE
Clamp gripper straight,GRIPPER_CLOSE
Close hand in this direction,GRIPPER_CLOSE
Head gripper to close state toward object,GRIPPER_CLOSE
Close gripper to prepare for lift,GRIPPER_CLOSE
Clamp claw to fit tight on the box,GRIPPER_CLOSE
Grip hand to hold the object tight,GRIPPER_CLOSE
Grasp fingers to secure the grab,GRIPPER_CLOSE
Squeeze gripper to hold the handle,GRIPPER_CLOSE
Please close gripper to secure the item,GRIPPER_CLOSE
Clamp gripper to avoid dropping,GRIPPER_CLOSE
Grip gripper to allow safe lift,GRIPPER_CLOSE
Grasp gripper to match object size exactly,GRIPPER_CLOSE
Squeeze claw to verify the hold,GRIPPER_CLOSE
Close hand to secure the tool,GRIPPER_CLOSE
Clamp gripper to check force limits,GRIPPER_CLOSE
Grip jaws to full pressure capability,GRIPPER_CLOSE
Grasp gripper to secure the payload inside,GRIPPER_CLOSE
Squeeze gripper to verify firm contact,GRIPPER_CLOSE
Close gripper until you hit object resistance,GRIPPER_CLOSE
Clamp claw until force limit is reached,GRIPPER_CLOSE
Grip hand until secure touch is confirmed,GRIPPER_CLOSE
Grasp fingers until fully locked,GRIPPER_CLOSE
Squeeze gripper until torque threshold is achieved,GRIPPER_CLOSE
Close gripper to the standard width setting,GRIPPER_CLOSE
Clamp claw to the locked position,GRIPPER_CLOSE
Grip hand to the holding state,GRIPPER_CLOSE
Grasp gripper to the inner marker,GRIPPER_CLOSE
Squeeze gripper to the designated force level,GRIPPER_CLOSE
Close gripper according to specifications,GRIPPER_CLOSE
Clamp claw as per calibration limits,GRIPPER_CLOSE
Grip hand on the control layout,GRIPPER_CLOSE
Grasp gripper based on system settings,GRIPPER_CLOSE
Squeeze gripper to the prescribed pressure,GRIPPER_CLOSE
Close gripper toward the object surface,GRIPPER_CLOSE
Clamp claw toward the inner limits,GRIPPER_CLOSE
Grip hand toward the center post,GRIPPER_CLOSE
Grasp gripper toward the object boundaries,GRIPPER_CLOSE
Squeeze gripper toward the central fixture,GRIPPER_CLOSE
Close gripper into the active workspace,GRIPPER_CLOSE
Clamp claw into the holding zone,GRIPPER_CLOSE
Grip hand into the operational state,GRIPPER_CLOSE
Grasp fingers into the secure configuration,GRIPPER_CLOSE
Squeeze gripper into the locked position,GRIPPER_CLOSE
Close gripper with tiny movements,GRIPPER_CLOSE
Clamp claw with small force steps,GRIPPER_CLOSE
Grip hand with a gentle hold,GRIPPER_CLOSE
Grasp gripper by a tiny fraction,GRIPPER_CLOSE
Squeeze gripper by a small step,GRIPPER_CLOSE
Close gripper one unit,GRIPPER_CLOSE
Clamp claw two units,GRIPPER_CLOSE
Grip hand three units,GRIPPER_CLOSE
Grasp gripper four units,GRIPPER_CLOSE
Squeeze gripper five units,GRIPPER_CLOSE
Close gripper along the slide guide,GRIPPER_CLOSE
Clamp claw through the latch mechanism,GRIPPER_CLOSE
Grip hand along the knuckle joints,GRIPPER_CLOSE
Grasp gripper via the actuator arm,GRIPPER_CLOSE
Squeeze gripper through the motorized rack,GRIPPER_CLOSE
Stop,STOP
Halt,STOP
Freeze,STOP
Hold position,STOP
Remain still,STOP
Cease movement,STOP
Pause,STOP
Do not move,STOP
Stay where you are,STOP
Abort movement,STOP
Emergency stop,STOP
E stop,STOP
Cut power,STOP
Kill motion,STOP
Disengage drive,STOP
Stand still,STOP
Hold still,STOP
Cancel action,STOP
Abort task,STOP
Terminate operation,STOP
Stop right now,STOP
Halt immediately,STOP
Freeze right there,STOP
Hold your position now,STOP
Remain perfectly still,STOP
Cease all movement,STOP
Pause current action,STOP
Do not move at all,STOP
Stay exactly where you are,STOP
Abort all movement,STOP
Please stop,STOP
Please halt,STOP
Please freeze,STOP
Please hold position,STOP
Kindly cease movement,STOP
Could you pause,STOP
Could you stop the robot,STOP
Would you mind staying still,STOP
Can you abort movement for me,STOP
I need you to stop,STOP
I want you to halt,STOP
Please stop moving,STOP
Keep holding position,STOP
Keep remaining still,STOP
Continue to stay still,STOP
Maintain static position,STOP
Stop moving slowly,STOP
Halt carefully,STOP
Freeze with caution,STOP
Hold position gently,STOP
Stop a little bit,STOP
Halt just a bit,STOP
Freeze slightly,STOP
Pause a short duration,STOP
Stop for a couple of seconds,STOP
Stop right here,STOP
Halt at this spot,STOP
Freeze at this location,STOP
Hold position at this marker,STOP
Remain still at this line,STOP
Slowly come to a stop,STOP
Gently halt,STOP
Gradually freeze,STOP
Smoothly cease movement,STOP
Initiate stop sequence,STOP
Start halting,STOP
Begin freezing,STOP
Activate emergency stop,STOP
Execute halt command,STOP
Set state to idle,STOP
Stop until I say go,STOP
Keep holding position until further notice,STOP
Continue staying still until cleared,STOP
Pause until the path is safe,STOP
Remain still until an operator intervenes,STOP
Stop continuously,STOP
Halt indefinitely,STOP
Lock wheels,STOP
Brake now,STOP
Apply brakes,STOP
Engage brakes,STOP
Keep braking,STOP
Anchor position,STOP
Secure position,STOP
Park robot,STOP
Set park mode,STOP
Enter standby mode,STOP
Go to sleep state,STOP
Turn off motors,STOP
Disable actuators,STOP
Deactivate drive system,STOP
Stop everything,STOP
Halt all functions,STOP
Freeze all joints,STOP
Hold all axes,STOP
Cease all operations,STOP
Stop the motor,STOP
Halt the wheels,STOP
Freeze the arm,STOP
Hold the gripper,STOP
Pause the chassis,STOP
Hey robot please stop,STOP
Okay buddy halt,STOP
Can you please freeze now,STOP
It is time to stop,STOP
Let us halt here,STOP
We need to stop moving,STOP
You should hold position,STOP
I would like you to cease movement,STOP
My request is for you to stop,STOP
Your next task is to halt,STOP
Command execute stop immediately,STOP
Instruction set drive to stationary,STOP
System initiate emergency halt,STOP
Robot freeze all functions,STOP
Stop at once,STOP
Halt right there,STOP
Freeze on the spot,STOP
Hold position instantly,STOP
Remain still immediately,STOP
Stop without delay,STOP
Halt without exception,STOP
Freeze without fail,STOP
Hold position without hesitation,STOP
Remain still without moving,STOP
Stop once more,STOP
Halt again,STOP
Freeze another time,STOP
Hold position as before,STOP
Resume stationary state,STOP
Restart stop sequence,STOP
Continue your standstill,STOP
Stop like you were doing,STOP
Come to a complete stop,STOP
Bring everything to a halt,STOP
Freeze on this spot,STOP
Hold position right here,STOP
Remain still on this vector,STOP
Stop along the path,STOP
Halt in the corridor,STOP
Freeze down the hallway,STOP
Hold position across the floor,STOP
Remain still in the open space,STOP
Cease movement in the designated area,STOP
Stop carefully to avoid collisions,STOP
Please halt to clear the danger,STOP
Freeze to make room,STOP
Hold position to get a steady look,STOP
Remain still to inspect the item,STOP
Cease movement to shorten danger risk,STOP
Stop to close the loop,STOP
Halt to reduce errors,STOP
Freeze to minimize risk,STOP
Hold position to reach safety,STOP
Stop until you are safe,STOP
Halt until you are cleared,STOP
Freeze until you arrive at safety,STOP
Hold position until you are ready,STOP
Remain still until instructions arrive,STOP
Stop to align your base safely,STOP
Halt to center your balance,STOP
Freeze to adjust your sensors,STOP
Hold position to calibrate systems,STOP
Remain still to verify data,STOP
Stop as per safety protocols,STOP
Halt according to guidelines,STOP
Freeze on the safety grid,STOP
Hold position along the coordinates,STOP
Remain still on the specified route,STOP
Cease movement on the current vector,STOP
Stop at the target zone,STOP
Halt at the charging station,STOP
Freeze at the docking area,STOP
Hold position at the inspection point,STOP
Remain still at the drop-off location,STOP
Cease movement at the pickup spot,STOP
Stop before the main entrance,STOP
Halt before the exit sign,STOP
Freeze before the lights,STOP
Hold position before the sensor marker,STOP
Remain still before the camera view,STOP
Stop inside the scanning field,STOP
Halt inside the workspace,STOP
Freeze inside the center room,STOP
Hold position inside the designated lane,STOP
Remain still inside the storage unit,STOP
Stop with absolute precision,STOP
Halt with minimal drift,STOP
Freeze with a sudden lock,STOP
Hold position without slipping,STOP
Remain still without a shudder,STOP
Stop one time,STOP
Halt two times,STOP
Freeze three times,STOP
Hold position four times,STOP
Remain still five times,STOP
Stop along the centerline,STOP
Halt down the main path,STOP
Freeze on the track,STOP
Hold position via the straight route,STOP
Remain still through the clear opening,STOP
